count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,JB_stat,JB_pvalue
2555.0,0.0005748757470528477,0.04576806859805494,-0.5507317438220107,-0.01891728559978275,0.0006306884744769404,0.0217859347133212,0.23069522900113032,-0.9521510612299131,11.458621096425496,14303.242425623252,0.0
